Date,Platform,Text,Person,Truthfulness Category
"February 7, 2022",facebook,“Joe Biden uses the ATF to illegally track your gun transactions.”,J.D. Vance,false
"February 8, 2022",tweet,The Biden administration “is spending $30 million on crack pipes.”,Sean Spicer,barely-true
"February 4, 2022",washington post,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.”",Ronna McDaniel,false
"January 31, 2022",blog post,“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.,Watts Up With That,false
"January 19, 2022",No Platform,On eliminating the filibuster.,Tammy Baldwin,half-flip
"January 31, 2022",cnn,"“In Texas, because of the laws they passed, a 95-year-old World War II veteran is being denied the right to vote by mail because he can't produce a registration number he got back in the 1950s.”",Stacey Abrams,half-true
"January 31, 2022",facebook,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,Facebook posts,false
"January 30, 2022",facebook,“Over 65% of the country believes that (the) 2020 election was fraudulent. That number was around 35% a year ago.”,Viral image,false
"January 30, 2022",press,Proposed changes to the Electoral Count act show Pence had the power and “could have overturned the election!”,Donald Trump,false
"January 31, 2022",headline,"Bruce Springsteen, Queen, Pearl Jam and Dave Grohl removed their music from Spotify.",Bloggers,false
"January 26, 2022",facebook,"“Biden won’t allow Delta-variant COVID patients to get proven and effective monoclonal treatments even though there are 50,000-100,000 Americans infected by Delta EVERY DAY.”",Tulsi Gabbard,barely-true
"January 26, 2022",radio interview,“All these athletes are dropping dead on the field” after receiving the COVID-19 vaccination.,Ron Johnson,false
"January 27, 2022",tweet,"""BIDEN: 'I'm not gonna take any questions because I think it's inappropriate.'""",Republican National Committee,barely-true
"January 23, 2022",interview,"“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court.""",John Stockton,false
"January 21, 2022",interview,The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.,Aaron Rodgers,false
"January 19, 2022",senate hearing,The Freedom to Vote Act is “a sprawling takeover of our whole political system.”,Mitch McConnell,false
"January 19, 2022",news conference,“This country’s working people actually got a raise.”,Joe Biden,barely-true
"January 9, 2022",public statement,On not seeking a third term.,Ron Johnson,full-flop
"January 11, 2022",georgia,"“In the 2020 election, President Trump voted from behind the desk in the White House in Florida.”",Joe Biden,half-true
"January 11, 2022",facebook,“The CDC director just said that 75% of ‘Covid deaths’ occurred in people with at least four comorbidities.”,Facebook posts,false
"January 7, 2022",email,Democrats “are trying to ban voter ID.”,Donald Trump,barely-true
"January 4, 2022",segment,A law backed by Virginia Democrats barred local sheriffs from having military equipment that “would have come in very helpful” with the I-95 traffic jam.,Dana Perino,false
"December 31, 2021",instagram,"Tylenol ""ruins your ability to kill” COVID-19.",Instagram posts,false
"December 7, 2021",twitter,"Actions by Joe Biden left ""10,000 - 15,000 American citizens abandoned to terrorists in Afghanistan.""",Derrick Van Orden,barely-true
"December 14, 2021",interview,People vaccinated for COVID-19 “do not spread the disease to anyone else.”,Joe Biden,barely-true
"December 20, 2021",radio interview,"The expanded child tax credit in the Build Back Better Act has “no means testing,” so people making $200,000 and $400,000 would get “the same as someone making” $70,000.",Joe Manchin,barely-true
"December 4, 2021",facebook,Microsoft and Bill Gates created a 1999 video game called “Omikron.”,Facebook posts,false
"December 12, 2021",fox,“The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.”,Lindsey Graham,false
"December 6, 2021",louisiana,The COVID-19 vaccine is the “deadliest vaccine ever made.”,"Robert F. Kennedy, Jr.",pants-fire
"December 7, 2021",press release,The Build Back Better Act “includes $34.5 billion in cuts” for charity care funding to hospitals.,Rick Scott,half-true
"December 7, 2021",instagram,Says Vice President Kamala Harris called the unvaccinated “dirty Trump people.”,Instagram posts,pants-fire
"November 30, 2021",minnesota,“I used to drive a tractor trailer … I only did it for part of a summer.”,Joe Biden,false
"November 18, 2021",speech,The House-passed Build Back Better bill is a “government takeover of child care.”,Kevin McCarthy,false
"November 28, 2021",nbc 's,“39 out of 42 (countries) in Europe have more restrictive abortion laws” than Mississippi.,Tate Reeves,half-true
"November 19, 2021",twitter,Kyle Rittenhouse was an “armed person” crossing state lines when he came to Kenosha protests in 2020.,Jerrold Nadler,false
"November 21, 2021",facebook,The Vatican owns a telescope called Lucifer.,Facebook posts,false
"November 18, 2021",house floor speech,“If you or your family spends $28 a day — prepare to be under constant audit by the IRS.”,Kevin McCarthy,false
"November 9, 2021",tweet,"""Bill Gates just admitted that the Pfizer and Moderna mRNA vaccines don’t work well.""",Tweets,false
"November 15, 2021",facebook,"A new Facebook/Meta rule allows the company to use people’s photos without their permission, and posting a notice on your page will stop it from doing so.",Facebook posts,pants-fire
"November 3, 2021",story,“More fraud in New Jersey’s election uncovered – voting machines would not allow citizens to vote for Republican governor candidate.”,Bloggers,barely-true
"November 4, 2021",facebook,Merriam-Webster recently changed its definition of the word “vaccine” and removed the immunity portion.,Facebook posts,barely-true
"November 5, 2021",pat mcafee,"""This idea that it's the pandemic of the unvaccinated, it's just a total lie.""",Aaron Rodgers,false
"November 7, 2021",facebook,"The Astroworld concert was a “test run on the vaxxed” because people who are injected with graphene oxide can be controlled through magnetic frequencies, including music.",Facebook posts,false
"November 3, 2021",facebook,“Trash bins discovered outside the Gloucester County Board of Elections containing blank ballots as well as bags of shredded ballots from Tuesday’s election!”,Facebook posts,false
"November 1, 2021",documentary film,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",Tucker Carlson,false
"October 31, 2021",gab,“There are over 1 million phantom voters on the Florida voter rolls.”,Roger Stone,pants-fire
"October 26, 2021",twitter,"“States run elections, not the federal government.”",Wisconsin Senate Republicans,barely-true
"October 26, 2021",instagram,“Greenland's ice sheet isn't shrinking any more rapidly today than it was 80 years ago.”,Steven Koonin,barely-true
"November 2, 2021",documentary film,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”,Tucker Carlson,false
"October 29, 2021",facebook,“Virginia Democrat operatives” and Terry McAuliffe campaign staffers posed as white supremacists and stood by Republican Glenn Youngkin’s bus.,Facebook posts,false
"September 29, 2021",tiktok,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,TikTok posts,false
"October 27, 2021",tweet,Says Marjorie Taylor Greene tweeted: “People can’t really be convicted on such flimsy circumstantial evidence as ‘having a similar gait’ or ‘owning the identical shoes’ or ‘being in DC and not having any alibi for that time’ can they?! I don’t recognize this America.”,Tweets,pants-fire
"October 27, 2021",instagram,An image of a newspaper article says “True Bethel Baptist Church becomes the first church in NYS to receive a liquor license.”,Instagram posts,pants-fire
"October 24, 2021",blog post,“COP26 luxury EVs to be recharged using diesel generators”,Bloggers,barely-true
"October 23, 2021",headline,“Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor’s Election.”,Bloggers,false
"September 23, 2021",twitter,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""",Ben Wikler,mostly-true
"October 20, 2021",facebook,"“Gas prices were WAY higher in 2008, under REPUBLICAN president George W. Bush.”",Facebook posts,half-true
"September 16, 2021",letter,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.",Jim Banks,false
"October 21, 2021",judiciary,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.,Steve Chabot,false
"October 19, 2021",facebook,"The Freedom to Vote Act ""automatically registers ineligible voters.""",Heritage Action,false
"October 18, 2021",instagram,"The FEMA health care workers replacing the noncompliant nurses and doctors are NOT required to get vaccinated via the CDC.""",Instagram posts,false
"October 17, 2021",instagram,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,Instagram posts,pants-fire
"October 13, 2021",facebook,"California’s shipping backlog is, in part, caused by a “California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators.”",Facebook posts,barely-true
